TimePassed           ,Percentage
0.0016047954559326172,0.0000 %
0.002859830856323242 ,1.5625 %
0.003634929656982422 ,3.1250 %
0.004395008087158203 ,4.6875 %
0.005131721496582031 ,6.2500 %
0.005824089050292969 ,7.8125 %
0.00648188591003418  ,9.3750 %
0.007380962371826172 ,10.9375 %
0.008262872695922852 ,12.5000 %
0.009164810180664062 ,14.0625 %
0.010061979293823242 ,15.6250 %
0.011308908462524414 ,17.1875 %
0.012166976928710938 ,18.7500 %
0.01305389404296875  ,20.3125 %
0.013931751251220703 ,21.8750 %
0.014920949935913086 ,23.4375 %
0.015871047973632812 ,25.0000 %
0.01676487922668457  ,26.5625 %
0.017621755599975586 ,28.1250 %
0.018497943878173828 ,29.6875 %
0.019366979598999023 ,31.2500 %
0.020686864852905273 ,32.8125 %
0.02159285545349121  ,34.3750 %
0.023386001586914062 ,35.9375 %
0.02567887306213379  ,37.5000 %
0.031161785125732422 ,39.0625 %
0.03521013259887695  ,40.6250 %
0.03810286521911621  ,42.1875 %
0.041249752044677734 ,43.7500 %
0.044130802154541016 ,45.3125 %
0.04684710502624512  ,46.8750 %
0.04927182197570801  ,48.4375 %
0.05149078369140625  ,50.0000 %
0.05239105224609375  ,51.5625 %
0.058415889739990234 ,53.1250 %
0.0622401237487793   ,54.6875 %
0.06688690185546875  ,56.2500 %
0.07200193405151367  ,57.8125 %
0.07800579071044922  ,59.3750 %
0.08389592170715332  ,60.9375 %
0.08970284461975098  ,62.5000 %
0.09543991088867188  ,64.0625 %
0.10177397727966309  ,65.6250 %
0.1080007553100586   ,67.1875 %
0.11458897590637207  ,68.7500 %
0.1219489574432373   ,70.3125 %
0.12984514236450195  ,71.8750 %
0.13784289360046387  ,73.4375 %
0.14534687995910645  ,75.0000 %
0.15153908729553223  ,76.5625 %
0.1575629711151123   ,78.1250 %
0.1632840633392334   ,79.6875 %
0.16936993598937988  ,81.2500 %
0.1748340129852295   ,82.8125 %
0.18053293228149414  ,84.3750 %
0.18611884117126465  ,85.9375 %
0.1906588077545166   ,87.5000 %
0.19353389739990234  ,89.0625 %
0.19487380981445312  ,90.6250 %
0.1962277889251709   ,92.1875 %
0.19783592224121094  ,93.7500 %
0.19915294647216797  ,95.3125 %
0.20027995109558105  ,96.8750 %
0.20179009437561035  ,98.4375 %
0.2527658939361572   ,100 %
